3;339;2711
13;5;17
8;3;47
7;118;1124
6;1537;16750
5;3;47
1;767;6528
16;1637;16931
10;33;375
15;32;874
19;0;18
9;1;25
17;570;6246
12;1100;10830
2;789;10735
4;900;8044
14;2;14
18;1;9
11;1;33
