3;379;3463
13;5;17
8;3;41
7;49;418
6;1036;9645
5;2;44
1;716;6282
16;1576;18119
10;1316;13881
15;46;621
19;0;18
9;2;26
17;428;4657
12;339;3066
2;897;12388
4;845;8794
14;4;25
18;2;12
11;1;33
