3;510;4385
13;5;17
8;3;41
7;64;532
6;1527;15059
5;10;151
1;956;8470
16;1403;14248
10;29;251
15;50;1500
19;0;18
9;2;26
17;862;9076
12;1392;15032
2;488;6351
4;647;6657
14;7;35
18;1;10
11;1;31
