3;952;9006
13;5;17
8;9;63
7;582;5635
6;1604;15755
5;3;47
1;425;4213
16;21;204
10;39;313
15;38;705
19;0;18
9;2;26
17;672;7709
12;1513;18342
2;713;9279
4;1037;10149
14;4;25
18;1;9
11;3;58
