3;242;2116
13;5;17
8;3;41
7;60;597
6;1485;15071
5;3;47
1;914;7876
16;1628;15717
10;81;746
15;26;455
19;0;18
9;1;25
17;634;6156
12;1341;13652
2;784;10311
4;863;8214
14;4;25
18;0;6
11;1;31
